Crop,Year,State,Area ('000 Hectares),Production ('000 Tonnes),Yield (Kg per Ha))
Finger Millet (Ragi),2012-13,Himachal Pradesh  ,2.80,2.50,892.86
Finger Millet (Ragi),2013-14,Himachal Pradesh  ,2.00,2.00,1000.00
Finger Millet (Ragi),2014-15,Himachal Pradesh  ,1.90,1.90,1000.00
Finger Millet (Ragi),2015-16,Himachal Pradesh  ,1.90,1.90,1000.00
Finger Millet (Ragi),2016-17,Himachal Pradesh  ,2.20,2.10,954.55
Finger Millet (Ragi),2017-18,Himachal Pradesh  ,1.82,1.92,1055.59
Finger Millet (Ragi),2018-19,Himachal Pradesh  ,1.72,1.82,1060.00
Finger Millet (Ragi),2019-20,Himachal Pradesh  ,1.76,2.06,1170.00
Finger Millet (Ragi),1966-67,Jammu & Kashmir,,,
Finger Millet (Ragi),1967-68,Jammu & Kashmir,,,
Finger Millet (Ragi),1968-69,Jammu & Kashmir,,,
Finger Millet (Ragi),1969-70,Jammu & Kashmir,,,
Finger Millet (Ragi),1970-71,Jammu & Kashmir,,,
Finger Millet (Ragi),1971-72,Jammu & Kashmir,,,
Finger Millet (Ragi),1972-73,Jammu & Kashmir,,,
Finger Millet (Ragi),1973-74,Jammu & Kashmir,,,
Finger Millet (Ragi),1974-75,Jammu & Kashmir,,,
Finger Millet (Ragi),1975-76,Jammu & Kashmir,,,
Finger Millet (Ragi),1976-77,Jammu & Kashmir,,,
Finger Millet (Ragi),1977-78,Jammu & Kashmir,,,
Finger Millet (Ragi),1978-79,Jammu & Kashmir,,,
Finger Millet (Ragi),1979-80,Jammu & Kashmir,,,
Finger Millet (Ragi),1980-81,Jammu & Kashmir,,,
Finger Millet (Ragi),1981-82,Jammu & Kashmir,,,
Finger Millet (Ragi),1982-83,Jammu & Kashmir,,,
Finger Millet (Ragi),1983-84,Jammu & Kashmir,,,
Finger Millet (Ragi),1984-85,Jammu & Kashmir,,,
Finger Millet (Ragi),1985-86,Jammu & Kashmir,,,
Finger Millet (Ragi),1986-87,Jammu & Kashmir,,,
Finger Millet (Ragi),1987-88,Jammu & Kashmir,,,
Finger Millet (Ragi),1988-89,Jammu & Kashmir,,,
Finger Millet (Ragi),1989-90,Jammu & Kashmir,,,
Finger Millet (Ragi),1990-91,Jammu & Kashmir,,,
Finger Millet (Ragi),1991-92,Jammu & Kashmir,,,
Finger Millet (Ragi),1992-93,Jammu & Kashmir,,,
Finger Millet (Ragi),1993-94,Jammu & Kashmir,,,
Finger Millet (Ragi),1994-95,Jammu & Kashmir,,,
Finger Millet (Ragi),1995-96,Jammu & Kashmir,,,
Finger Millet (Ragi),1996-97,Jammu & Kashmir,,,
Finger Millet (Ragi),1997-98,Jammu & Kashmir,,,
Finger Millet (Ragi),1998-99,Jammu & Kashmir,,,
Finger Millet (Ragi),1999-00,Jammu & Kashmir,,,
Finger Millet (Ragi),2000-01      ,Jammu & Kashmir,,,
Finger Millet (Ragi),2001-02         ,Jammu & Kashmir,,,
Finger Millet (Ragi),2002-03  ,Jammu & Kashmir,,,
Finger Millet (Ragi),2003-04,Jammu & Kashmir,,,
Finger Millet (Ragi),2004-05,Jammu & Kashmir,,,
Finger Millet (Ragi),2005-06,Jammu & Kashmir,,,
Finger Millet (Ragi),2006-07,Jammu & Kashmir,,,
Finger Millet (Ragi),2007-08,Jammu & Kashmir,,,
Finger Millet (Ragi),2008-09,Jammu & Kashmir,,,
Finger Millet (Ragi),2009-10,Jammu & Kashmir,,,
Finger Millet (Ragi),2010-11,Jammu & Kashmir,,,
Finger Millet (Ragi),2011-12,Jammu & Kashmir,,,
Finger Millet (Ragi),2012-13,Jammu & Kashmir,7.50,3.70,493.33
Finger Millet (Ragi),2013-14,Jammu & Kashmir,8.70,2.90,333.33
Finger Millet (Ragi),2014-15,Jammu & Kashmir,8.80,4.20,477.27
Finger Millet (Ragi),2015-16,Jammu & Kashmir,0.00,0.00,
Finger Millet (Ragi),2016-17,Jammu & Kashmir,8.30,3.60,433.73
Finger Millet (Ragi),2017-18,Jammu & Kashmir,,0.00,
Finger Millet (Ragi),2018-19,Jammu & Kashmir,0.00,0.00,
Finger Millet (Ragi),2019-20,Jammu & Kashmir,0.00,0.00,
Finger Millet (Ragi),2000-01      ,Jharkhand ,40.40,25.20,623.76
Finger Millet (Ragi),2001-02         ,Jharkhand ,40.40,25.20,623.76
Finger Millet (Ragi),2002-03  ,Jharkhand ,12.10,8.80,727.27
Finger Millet (Ragi),2003-04,Jharkhand ,19.00,14.00,736.84
Finger Millet (Ragi),2004-05,Jharkhand ,18.00,11.00,611.11
Finger Millet (Ragi),2005-06,Jharkhand ,16.00,8.80,550.00
Finger Millet (Ragi),2006-07,Jharkhand ,15.20,11.20,736.84
Finger Millet (Ragi),2007-08,Jharkhand ,13.20,5.90,446.97
Finger Millet (Ragi),2008-09,Jharkhand ,12.10,8.50,702.48
Finger Millet (Ragi),2009-10,Jharkhand ,10.40,5.70,548.08
Finger Millet (Ragi),2010-11,Jharkhand ,9.00,4.70,522.22
Finger Millet (Ragi),2011-12,Jharkhand ,11.97,7.92,661.66
Finger Millet (Ragi),2012-13,Jharkhand ,12.60,10.60,841.27
Finger Millet (Ragi),2013-14,Jharkhand ,11.90,8.70,731.09
Finger Millet (Ragi),2014-15,Jharkhand ,13.90,11.70,841.73
Finger Millet (Ragi),2015-16,Jharkhand ,14.30,9.20,643.36
Finger Millet (Ragi),2016-17,Jharkhand ,22.70,20.00,881.06
Finger Millet (Ragi),2017-18,Jharkhand ,19.01,18.48,972.00
Finger Millet (Ragi),2018-19,Jharkhand ,14.03,11.29,805.00
Finger Millet (Ragi),2019-20,Jharkhand ,14.58,12.76,875.00
Finger Millet (Ragi),1966-67,Karnataka,852.80,527.00,617.96
Finger Millet (Ragi),1967-68,Karnataka,811.50,605.90,746.64
Finger Millet (Ragi),1968-69,Karnataka,780.60,469.10,600.95
Finger Millet (Ragi),1969-70,Karnataka,1200.00,855.00,712.50
Finger Millet (Ragi),1970-71,Karnataka,974.20,919.30,943.65
Finger Millet (Ragi),1971-72,Karnataka,962.40,861.00,894.64
Finger Millet (Ragi),1972-73,Karnataka,936.50,810.50,865.46
Finger Millet (Ragi),1973-74,Karnataka,995.90,770.10,773.27
Finger Millet (Ragi),1974-75,Karnataka,1003.50,807.30,804.48
Finger Millet (Ragi),1975-76,Karnataka,1048.30,1221.90,1165.60
Finger Millet (Ragi),1976-77,Karnataka,914.50,725.70,793.55
Finger Millet (Ragi),1977-78,Karnataka,1013.30,1369.90,1351.92
Finger Millet (Ragi),1978-79,Karnataka,1153.10,1661.00,1440.46
Finger Millet (Ragi),1979-80,Karnataka,1182.20,1460.90,1235.75
Finger Millet (Ragi),1980-81,Karnataka,1062.90,1094.10,1029.35
Finger Millet (Ragi),1981-82,Karnataka,1148.30,1427.80,1243.40
Finger Millet (Ragi),1982-83,Karnataka,1030.30,944.50,916.72
Finger Millet (Ragi),1983-84,Karnataka,1124.60,1434.10,1275.21
Finger Millet (Ragi),1984-85,Karnataka,1081.20,1267.00,1171.85
Finger Millet (Ragi),1985-86,Karnataka,1109.20,1200.10,1081.95
Finger Millet (Ragi),1986-87,Karnataka,1174.90,1552.40,1321.30
Finger Millet (Ragi),1987-88,Karnataka,1116.20,1203.80,1078.48
Finger Millet (Ragi),1988-89,Karnataka,1150.40,1178.00,1023.99
Finger Millet (Ragi),1989-90,Karnataka,1167.30,1399.40,1198.83
Finger Millet (Ragi),1990-91,Karnataka,1054.40,1043.00,989.19
Finger Millet (Ragi),1991-92,Karnataka,1066.10,1443.70,1354.19
Finger Millet (Ragi),1992-93,Karnataka,1038.40,1536.10,1479.30
Finger Millet (Ragi),1993-94,Karnataka,1028.50,1566.60,1523.19
Finger Millet (Ragi),1994-95,Karnataka,944.20,1352.70,1432.64
Finger Millet (Ragi),1995-96,Karnataka,1019.90,1618.20,1586.63
Finger Millet (Ragi),1996-97,Karnataka,1035.20,1488.10,1437.50
Finger Millet (Ragi),1997-98,Karnataka,938.50,1283.00,1367.08
Finger Millet (Ragi),1998-99,Karnataka,1030.70,1734.10,1682.45
Finger Millet (Ragi),1999-00,Karnataka,916.30,1402.20,1530.28
Finger Millet (Ragi),2000-01      ,Karnataka,1021.00,1887.00,1848.19
Finger Millet (Ragi),2001-02         ,Karnataka,953.50,1539.40,1614.47
Finger Millet (Ragi),2002-03  ,Karnataka,767.10,714.50,931.43
Finger Millet (Ragi),2003-04,Karnataka,998.30,1125.10,1127.02
Finger Millet (Ragi),2004-05,Karnataka,893.00,1733.00,1940.65
Finger Millet (Ragi),2005-06,Karnataka,938.00,1724.00,1837.95
Finger Millet (Ragi),2006-07,Karnataka,606.00,816.00,1346.53
Finger Millet (Ragi),2007-08,Karnataka,833.00,1497.00,1797.12
Finger Millet (Ragi),2008-09,Karnataka,841.00,1394.00,1657.55
Finger Millet (Ragi),2009-10,Karnataka,765.00,1312.00,1715.03
Finger Millet (Ragi),2010-11,Karnataka,788.00,1588.00,2015.23
Finger Millet (Ragi),2011-12,Karnataka,680.00,1272.00,1870.59
Finger Millet (Ragi),2012-13,Karnataka,645.00,975.00,1511.63
Finger Millet (Ragi),2013-14,Karnataka,671.00,1180.30,1759.02
Finger Millet (Ragi),2014-15,Karnataka,708.00,1298.00,1833.33
Finger Millet (Ragi),2015-16,Karnataka,705.00,1188.00,1685.11
Finger Millet (Ragi),2016-17,Karnataka,598.00,859.00,1436.45
Finger Millet (Ragi),2017-18,Karnataka,778.00,1286.03,1653.00
Finger Millet (Ragi),2018-19,Karnataka,527.25,677.52,1285.00
Finger Millet (Ragi),2019-20,Karnataka,641.00,1164.06,1816.00
Finger Millet (Ragi),1966-67,Kerala,5.10,7.10,1392.16
Finger Millet (Ragi),1967-68,Kerala,5.10,7.00,1372.55
Finger Millet (Ragi),1968-69,Kerala,5.00,7.10,1420.00
Finger Millet (Ragi),1969-70,Kerala,5.00,7.60,1520.00
Finger Millet (Ragi),1970-71,Kerala,5.00,4.90,980.00
Finger Millet (Ragi),1971-72,Kerala,5.00,4.80,960.00
Finger Millet (Ragi),1972-73,Kerala,5.00,4.40,880.00
Finger Millet (Ragi),1973-74,Kerala,5.00,4.40,880.00
Finger Millet (Ragi),1974-75,Kerala,5.00,4.60,920.00
Finger Millet (Ragi),1975-76,Kerala,3.00,3.10,1033.33
Finger Millet (Ragi),1976-77,Kerala,2.50,2.20,880.00
Finger Millet (Ragi),1977-78,Kerala,1.50,1.20,800.00
Finger Millet (Ragi),1978-79,Kerala,1.40,1.10,785.71
Finger Millet (Ragi),1979-80,Kerala,1.30,0.80,615.38
Finger Millet (Ragi),1980-81,Kerala,1.40,1.10,785.71
Finger Millet (Ragi),1981-82,Kerala,1.50,1.10,733.33
Finger Millet (Ragi),1982-83,Kerala,1.40,1.10,785.71
Finger Millet (Ragi),1983-84,Kerala,1.20,0.90,750.00
Finger Millet (Ragi),1984-85,Kerala,1.20,1.00,833.33
Finger Millet (Ragi),1985-86,Kerala,1.20,1.00,833.33
Finger Millet (Ragi),1986-87,Kerala,1.20,1.00,833.33
Finger Millet (Ragi),1987-88,Kerala,0.90,1.00,1111.11
Finger Millet (Ragi),1988-89,Kerala,1.50,1.20,800.00
Finger Millet (Ragi),1989-90,Kerala,1.80,1.50,833.33
Finger Millet (Ragi),1990-91,Kerala,1.90,1.60,842.11
Finger Millet (Ragi),1991-92,Kerala,1.90,1.70,894.74
Finger Millet (Ragi),1992-93,Kerala,1.60,1.40,875.00
Finger Millet (Ragi),1993-94,Kerala,1.70,1.30,764.71
Finger Millet (Ragi),1994-95,Kerala,1.50,1.20,800.00
Finger Millet (Ragi),1995-96,Kerala,1.70,1.30,764.71
Finger Millet (Ragi),1996-97,Kerala,1.70,1.30,764.71
Finger Millet (Ragi),1997-98,Kerala,1.40,1.10,785.71
Finger Millet (Ragi),1998-99,Kerala,1.70,1.30,764.71
Finger Millet (Ragi),1999-00,Kerala,1.20,0.90,750.00
Finger Millet (Ragi),2000-01      ,Kerala,2.00,1.60,800.00
Finger Millet (Ragi),2001-02         ,Kerala,1.90,1.60,842.11
Finger Millet (Ragi),2002-03  ,Kerala,1.30,1.10,846.15
Finger Millet (Ragi),2003-04,Kerala,1.50,1.20,800.00
Finger Millet (Ragi),2004-05,Kerala,0.50,0.60,1200.00
Finger Millet (Ragi),2005-06,Kerala,0.40,0.30,750.00
Finger Millet (Ragi),2006-07,Kerala,1.00,1.00,1000.00
Finger Millet (Ragi),2007-08,Kerala,0.30,0.20,666.67
Finger Millet (Ragi),2008-09,Kerala,0.60,0.50,833.33
Finger Millet (Ragi),2009-10,Kerala,0.29,0.20,682.59
Finger Millet (Ragi),2010-11,Kerala,0.30,0.20,666.67
Finger Millet (Ragi),2011-12,Kerala,0.25,0.27,1080.00
Finger Millet (Ragi),2012-13,Kerala,0.10,0.10,1000.00
Finger Millet (Ragi),2013-14,Kerala,0.10,0.10,1000.00
Finger Millet (Ragi),2014-15,Kerala,0.10,0.10,1000.00
Finger Millet (Ragi),2015-16,Kerala,0.10,0.10,1000.00
Finger Millet (Ragi),2016-17,Kerala,0.00,0.00,
Finger Millet (Ragi),2017-18,Kerala,0.09,0.11,1272.00
Finger Millet (Ragi),2018-19,Kerala,0.22,0.27,1208.00
Finger Millet (Ragi),2019-20,Kerala,0.21,0.26,1225.00
Finger Millet (Ragi),1966-67,Madhya Pradesh,18.90,3.80,201.06
Finger Millet (Ragi),1967-68,Madhya Pradesh,18.00,4.70,261.11
Finger Millet (Ragi),1968-69,Madhya Pradesh,17.90,4.70,262.57
Finger Millet (Ragi),1969-70,Madhya Pradesh,19.70,5.40,274.11
Finger Millet (Ragi),1970-71,Madhya Pradesh,18.80,5.20,276.60
Finger Millet (Ragi),1971-72,Madhya Pradesh,20.00,5.50,275.00
Finger Millet (Ragi),1972-73,Madhya Pradesh,20.00,4.70,235.00
Finger Millet (Ragi),1973-74,Madhya Pradesh,20.80,5.60,269.23
Finger Millet (Ragi),1974-75,Madhya Pradesh,20.10,4.70,233.83
Finger Millet (Ragi),1975-76,Madhya Pradesh,21.40,6.10,285.05
Finger Millet (Ragi),1976-77,Madhya Pradesh,20.20,3.90,193.07
Finger Millet (Ragi),1977-78,Madhya Pradesh,20.50,5.40,263.41
Finger Millet (Ragi),1978-79,Madhya Pradesh,19.90,5.30,266.33
Finger Millet (Ragi),1979-80,Madhya Pradesh,19.40,4.40,226.80
Finger Millet (Ragi),1980-81,Madhya Pradesh,20.40,5.50,269.61
Finger Millet (Ragi),1981-82,Madhya Pradesh,20.20,5.20,257.43
Finger Millet (Ragi),1982-83,Madhya Pradesh,20.60,5.50,266.99
Finger Millet (Ragi),1983-84,Madhya Pradesh,20.50,5.90,287.80
Finger Millet (Ragi),1984-85,Madhya Pradesh,18.50,4.70,254.05
Finger Millet (Ragi),1985-86,Madhya Pradesh,18.40,5.10,277.17
Finger Millet (Ragi),1986-87,Madhya Pradesh,17.60,4.60,261.36
Finger Millet (Ragi),1987-88,Madhya Pradesh,18.70,5.00,267.38
Finger Millet (Ragi),1988-89,Madhya Pradesh,16.30,4.40,269.94
Finger Millet (Ragi),1989-90,Madhya Pradesh,16.40,4.60,280.49
Finger Millet (Ragi),1990-91,Madhya Pradesh,15.80,4.50,284.81
Finger Millet (Ragi),1991-92,Madhya Pradesh,18.30,4.90,267.76
Finger Millet (Ragi),1992-93,Madhya Pradesh,15.10,3.90,258.28
Finger Millet (Ragi),1993-94,Madhya Pradesh,14.50,4.20,289.66
Finger Millet (Ragi),1994-95,Madhya Pradesh,15.00,4.30,286.67
Finger Millet (Ragi),1995-96,Madhya Pradesh,13.20,3.90,295.45
Finger Millet (Ragi),1996-97,Madhya Pradesh,13.00,3.80,292.31
Finger Millet (Ragi),1997-98,Madhya Pradesh,12.40,3.50,282.26
Finger Millet (Ragi),1998-99,Madhya Pradesh,12.60,3.60,285.71
Finger Millet (Ragi),1999-00,Madhya Pradesh,12.00,3.50,291.67
Finger Millet (Ragi),2000-01      ,Madhya Pradesh,1.80,0.70,388.89
Finger Millet (Ragi),2001-02         ,Madhya Pradesh,0.50,0.10,200.00
Finger Millet (Ragi),2002-03  ,Madhya Pradesh,0.60,0.20,333.33
Finger Millet (Ragi),2003-04,Madhya Pradesh,0.50,0.10,200.00
Finger Millet (Ragi),2004-05,Madhya Pradesh,0.50,0.10,200.00
Finger Millet (Ragi),2005-06,Madhya Pradesh,0.40,0.10,250.00
Finger Millet (Ragi),2006-07,Madhya Pradesh,0.30,0.10,333.33
Finger Millet (Ragi),2007-08,Madhya Pradesh,0.40,0.10,250.00
Finger Millet (Ragi),2008-09,Madhya Pradesh,0.40,0.10,250.00
Finger Millet (Ragi),2009-10,Madhya Pradesh,0.40,0.10,250.00
Finger Millet (Ragi),2010-11,Madhya Pradesh,0.40,0.10,250.00
Finger Millet (Ragi),2011-12,Madhya Pradesh,0.30,0.10,333.33
Finger Millet (Ragi),2012-13,Madhya Pradesh,0.40,0.10,250.00
Finger Millet (Ragi),2013-14,Madhya Pradesh,0.40,0.20,500.00
Finger Millet (Ragi),2014-15,Madhya Pradesh,11.00,3.00,272.73
Finger Millet (Ragi),2015-16,Madhya Pradesh,1.00,1.00,1000.00
Finger Millet (Ragi),2016-17,Madhya Pradesh,2.60,0.90,346.15
Finger Millet (Ragi),2017-18,Madhya Pradesh,,0.00,
Finger Millet (Ragi),2018-19,Madhya Pradesh,0.00,0.00,
Finger Millet (Ragi),2019-20,Madhya Pradesh,0.00,0.00,
Finger Millet (Ragi),1966-67,Maharashtra,222.20,145.20,653.47
Finger Millet (Ragi),1967-68,Maharashtra,218.30,177.20,811.73
Finger Millet (Ragi),1968-69,Maharashtra,223.00,192.80,864.57
Finger Millet (Ragi),1969-70,Maharashtra,221.00,130.00,588.24
Finger Millet (Ragi),1970-71,Maharashtra,222.50,192.60,865.62
Finger Millet (Ragi),1971-72,Maharashtra,220.20,174.50,792.46
Finger Millet (Ragi),1972-73,Maharashtra,195.30,84.50,432.67
Finger Millet (Ragi),1973-74,Maharashtra,197.00,193.60,982.74
Finger Millet (Ragi),1974-75,Maharashtra,208.60,179.50,860.50
Finger Millet (Ragi),1975-76,Maharashtra,210.80,188.10,892.31
Finger Millet (Ragi),1976-77,Maharashtra,219.70,175.30,797.91
Finger Millet (Ragi),1977-78,Maharashtra,223.90,172.40,769.99
Finger Millet (Ragi),1978-79,Maharashtra,222.90,200.60,899.96
Finger Millet (Ragi),1979-80,Maharashtra,220.20,202.20,918.26
Finger Millet (Ragi),1980-81,Maharashtra,221.40,209.60,946.70
Finger Millet (Ragi),1981-82,Maharashtra,225.20,228.00,1012.43
Finger Millet (Ragi),1982-83,Maharashtra,225.80,215.00,952.17
Finger Millet (Ragi),1983-84,Maharashtra,228.10,240.90,1056.12
Finger Millet (Ragi),1984-85,Maharashtra,227.40,261.90,1151.72
Finger Millet (Ragi),1985-86,Maharashtra,221.70,261.10,1177.72
Finger Millet (Ragi),1986-87,Maharashtra,220.60,148.60,673.62
Finger Millet (Ragi),1987-88,Maharashtra,213.80,209.20,978.48
Finger Millet (Ragi),1988-89,Maharashtra,205.00,227.30,1108.78
Finger Millet (Ragi),1989-90,Maharashtra,206.60,217.00,1050.34
Finger Millet (Ragi),1990-91,Maharashtra,207.50,213.80,1030.36
Finger Millet (Ragi),1991-92,Maharashtra,204.70,188.20,919.39
